"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-01-12","0.0",",,C",,,,,"-14.6",",,C","-24.1",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-01-13","0.0",",,C",,,,,"-12.0",",,C","-26.0",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-01-14","0.0",",,C",,,,,"-9.0",",,C","-12.0",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-01-15","0.5",",,C",,,,,"-0.9",",,C","-12.9",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-01-16","0.0",",,C",,,,,"-12.7",",,C","-23.8",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-01-17","0.0",",,C",,,,,"-23.5",",,C","-27.2",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-01-18","0.0",",,C",,,,,"-24.3",",,C","-29.1",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-01-19","0.0",",,C","20.0",",,C",,,"-21.7",",,C","-28.1",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-01-20","0.0",",,C","20.0",",,C",,,"-18.8",",,C","-28.2",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-01-21","0.0",",,C","30.0",",,C",,,"-10.8",",,C","-25.4",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-01-22","0.0",",,C","30.0",",,C",,,"-5.0",",,C","-10.9",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-01-23","0.0",",,C","20.0",",,C",,,"-8.4",",,C","-21.7",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-01-24","0.0",",,C","20.0",",,C",,,"-6.7",",,C","-21.8",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-01-25","0.0",",,C","10.0",",,C",,,"-0.4",",,C","-10.7",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-01-26","0.0",",,C",,,,,"0.9",",,C","-10.0",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-01-27","0.0",",,C",,,,,"-2.1",",,C","-9.9",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-01-28","0.0",",,C",,,,,"-5.6",",,C","-20.4",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-01-29","0.0",",,C",,,,,"-10.5",",,C","-21.8",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-01-30","2.9",",,C",,,,,"-4.1",",,C","-10.7",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-01-31","0.0",",,C","30.0",",,C",,,"-2.8",",,C","-9.7",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-02-01","0.0",",,C","30.0",",,C",,,"-2.0",",,C","-11.1",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-02-02","0.0",",,C","30.0",",,C",,,"-4.4",",,C","-14.9",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-02-03","0.0",",,C","30.0",",,C",,,"-4.4",",,C","-13.9",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-02-04","0.0",",,C","20.0",",,C",,,"-2.4",",,C","-11.4",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-02-05","0.0",",,C","20.0",",,C",,,"6.5",",,C","-10.9",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-02-06","0.0",",,C","30.0",",,C",,,"-1.4",",,C","-21.7",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-02-07","0.0",",,C","30.0",",,C",,,"-7.1",",,C","-23.7",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-02-08","0.0",",,C","30.0",",,C",,,"-2.4",",,C","-13.6",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-02-09","0.0",",,C","30.0",",,C",,,"-6.9",",,C","-24.1",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-02-10","0.0",",,C","30.0",",,C",,,"-20.0",",,C","-29.0",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-02-11","0.0",",,C","30.0",",,C",,,"-12.7",",,C","-25.9",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-02-12","0.0",",,C","30.0",",,C",,,"-3.3",",,C","-20.6",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-02-13","0.0",",,C","30.0",",,C",,,"-1.9",",,C","-14.5",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-02-14","0.0",",,C","30.0",",,C",,,"-1.1",",,C","-16.0",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-02-15","0.3",",,C","30.0",",,C",,,"-1.4",",,C","-9.3",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-02-16","0.0",",,C","60.0",",,C",,,"-2.9",",,C","-11.7",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-02-17","0.0",",,C","50.0",",,C",,,"-4.9",",,C","-16.2",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-02-18","0.0",",,C","50.0",",,C",,,"-0.9",",,C","-15.7",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-02-19","0.0",",,C","50.0",",,C",,,"1.3",",,C","-8.5",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-02-20","0.0",",,C","50.0",",,C",,,"1.8",",,C","-5.0",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-02-21","0.0",",,C","40.0",",,C",,,"-0.2",",,C","-6.8",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-02-22","0.0",",,C","40.0",",,C",,,"-3.0",",,C","-7.8",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-02-23","0.7",",,C","40.0",",,C",,,"-2.7",",,C","-15.6",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-02-24","0.0",",,C","40.0",",,C",,,"-9.3",",,C","-19.0",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-02-25","0.0",",,C","30.0",",,C",,,"-9.3",",,C","-24.2",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-02-26","0.0",",,C","40.0",",,C",,,"-9.5",",,C","-14.5",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-02-27","0.0",",,C","30.0",",,C",,,"-12.1",",,C","-23.3",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-02-28","0.0",",,C","30.0",",,C",,,"-4.9",",,C","-17.7",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-02-29","0.0",",,C","30.0",",,C",,,"-1.9",",,C","-15.4",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-03-01","0.0",",,C","40.0",",,C",,,"-0.1",",,C","-6.2",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-03-02","0.4",",,C","70.0",",,C",,,"-1.3",",,C","-10.3",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-03-03","0.0",",,C","30.0",",,C",,,"-10.3",",,C","-19.7",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-03-04","0.3",",,C","30.0",",,C",,,"-8.8",",,C","-18.4",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-03-05","0.0",",,C","50.0",",,C",,,"-0.5",",,C","-16.9",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-03-06","0.0",",,C","80.0",",,C",,,"0.6",",,C","-2.6",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-03-07","0.0",",,C","80.0",",,C",,,"-2.5",",,C","-13.4",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-03-08","0.0",",,C","70.0",",,C",,,"-4.8",",,C","-19.6",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-03-09","0.0",",,C","110.0",",,C",,,"-4.1",",,C","-20.2",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-03-10","0.0",",,C","80.0",",,C",,,"6.6",",,C","-7.9",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-03-11","0.0",",,C","60.0",",,C",,,"12.4",",,C","-5.0",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-03-12","1.0",",,C",,,,,"9.5",",,C","2.5",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-03-13","0.0",",,C",,,,,"11.5",",,C","-2.4",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-03-14","0.0",",,C",,,,,"10.1",",,C","1.4",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-03-15","0.0",",,C",,,,,"14.1",",,C","-2.8",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-03-16","0.0",",,C",,,,,"19.9",",,C","2.7",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-03-17","0.0",",,C",,,,,"19.0",",,C","3.0",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-03-18","0.0",",,C",,,,,"20.8",",,C","4.3",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-03-19","12.6",",,C",,,,,"23.6",",,C","13.0",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-03-20","0.0",",,C",,,,,"13.3",",,C","2.6",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-03-21","0.0",",,C",,,,,"16.1",",,C","3.8",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-03-22","0.0",",,C",,,,,"21.6",",,C","3.9",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-03-23","0.0",",,C",,,,,"15.9",",,C","8.6",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-03-24","6.4",",,C",,,,,"8.6",",,C","-5.3",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-03-25","0.0",",,C",,,,,"0.1",",,C","-6.4",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-03-26","0.0",",,C",,,,,"9.0",",,C","-3.7",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-03-27","7.8",",,C",,,,,"5.8",",,C","0.3",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-03-28","0.0",",,C",,,,,"6.0",",,C","-2.7",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-03-29","10.6",",,C",,,,,"4.4",",,C","-1.2",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-03-30","0.0",",,C",,,,,"7.9",",,C","1.2",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-03-31","0.0",",,C",,,,,"18.7",",,C","2.2",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-04-01","0.0",",,C",,,,,"18.3",",,C","1.4",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-04-02","0.0",",,C",,,,,"11.7",",,C","-1.7",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-04-03","0.0",",,C",,,,,"14.2",",,C","-3.8",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-04-04","0.0",",,C",,,,,"16.2",",,C","-3.7",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-04-05","0.0",",,C",,,,,"18.2",",,C","2.6",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-04-06","0.0",",,C",,,,,"20.3",",,C","4.9",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-04-07","0.0",",,C",,,,,"12.6",",,C","0.3",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-04-08","0.0",",,C",,,,,"9.1",",,C","-2.5",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-04-09","0.0",",,C",,,,,"-0.9",",,C","-6.2",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-04-10","0.0",",,C",,,,,"2.7",",,C","-11.4",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-04-11","0.0",",,C",,,,,"8.5",",,C","-11.7",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-04-12","0.0",",,C",,,,,"17.6",",,C","-4.0",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-04-13","10.2",",,C",,,,,"10.3",",,C","5.3",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-04-14","1.0",",,C",,,,,"17.7",",,C","5.8",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-04-16","0.0",",,C",,,,,"3.5",",,C","-6.8",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-04-17","16.0",",,C",,,,,"9.6",",,C","-4.4",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-04-18","0.0",",,C",,,,,"9.1",",,C","-1.6",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-04-19","0.0",",,C",,,,,"8.7",",,C","-5.6",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-04-20","0.0",",,C","10.0",",,C",,,"10.8",",,C","-4.6",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-04-21","0.0",",,C",,,,,"13.8",",,C","2.9",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-04-22","0.0",",,C",,,,,"16.0",",,C","-3.1",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-04-23","0.0",",,C",,,,,"21.5",",,C","2.3",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-04-24","0.0",",,C",,,,,"20.4",",,C","2.5",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-04-25","0.0",",,C",,,,,"11.5",",,C","-1.9",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-04-26","0.0",",,C",,,,,"10.2",",,C","-7.1",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-04-27","0.0",",,C",,,,,"13.0",",,C","0.6",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-04-28","0.0",",,C",,,,,"19.1",",,C","1.9",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-04-29","4.0",",,C",,,,,"14.2",",,C","7.8",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-04-30","0.2",",,C",,,,,"18.7",",,C","4.7",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-05-01","4.4",",,C",,,,,"17.3",",,C","7.4",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-05-02","1.6",",,C",,,,,"15.8",",,C","5.1",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-05-03","0.3",",,C",,,,,"12.2",",,C","2.0",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-05-04","0.0",",,C",,,,,"13.6",",,C","0.8",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-05-05","0.0",",,C",,,,,"19.4",",,C","9.0",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-05-06","1.4",",,C",,,,,"18.1",",,C","7.2",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-05-07","1.8",",,C",,,,,"13.9",",,C","6.8",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-05-11","0.2",",,C",,,,,"16.8",",,C","7.6",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-05-12","0.0",",,C",,,,,"22.4",",,C","7.5",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-05-13","0.0",",,C",,,,,"27.2",",,C","11.0",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-05-14",,,,,,,"28.8",",,C",,,,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-05-15","0.0",",,C",,,,,"16.3",",,C","2.6",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-05-16","0.0",",,C",,,,,"19.8",",,C","-1.1",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-05-19","15.0",",,C","30.0",",,C",,,"12.0",",,C","5.5",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-05-20","0.0",",,C",,,,,"19.2",",,C","3.2",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-05-21","1.8",",,C",,,,,"21.0",",,C","5.9",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-05-22",,,,,,,"17.0",",,C","10.3",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-05-23","0.2",",,C",,,,,"23.7",",,C","9.9",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-05-24","0.0",",,C",,,,,"16.6",",,C","4.9",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-05-25","0.0",",,C",,,,,"9.0",",,C","2.9",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-05-26","0.0",",,C",,,,,"14.3",",,C","2.6",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-05-27","19.2",",,C",,,,,"11.5",",,C","8.6",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-05-28",,,,,,,"15.0",",,C","7.2",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-05-29","1.3",",,C",,,,,"11.6",",,C","1.3",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-05-30","0.0",",,C",,,,,"16.9",",,C","-0.4",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-05-31","0.0",",,C",,,,,"22.9",",,C","3.8",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-06-01","0.6",",,C",,,,,"21.8",",,C","7.9",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-06-02","0.0",",,C",,,,,"25.7",",,C","6.6",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-06-03","0.0",",,C",,,,,"24.8",",,C","12.5",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-06-04","0.0",",,C",,,,,"27.9",",,C","10.0",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-06-05","0.0",",,C",,,,,"26.1",",,C","10.8",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-06-06","0.0",",,C",,,,,"29.9",",,C","12.2",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-06-07","1.6",",,C",,,,,"30.2",",,C","17.8",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-06-08","6.0",",,C",,,,,"21.1",",,C","12.9",",,C",,,,
"CA00502S001","WINNIPEG A CS, MB CA","49.9167","-97.25","239.0","2012-06-09","6.2",",,C",,,,,"23.9",",,C","10.4",",,C",,,,
